DPT_CD,DPT_DSC,AGY_TYPE,OWNER_CD,OWNER_DSC,FPAP_CD,FPAP_DSC,AREA_CD,AREA_DSC,PS,MOOE,CO,NET
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.55,                                      Wenceslao National High School,10,Region I,1582,306,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.56,                                      Aringay National High School - Banca Annex,10,Region I,,111,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.57,                                      DMMSU National High School (Alipang),10,Region I,1776,146,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.58,                                      Doña Francisca Lacsamana Viuda De Ortega Memorial National High School - Casacristo Annex,10,Region I,,227,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.59,                                      Luna National High School - Cantoria Annex,10,Region I,,194,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.60,                                      Luna National High School - Rimos Annex,10,Region I,,197,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.61,                                      Don Eufemio F. Eriguel Memorial Nationa High School (Pres. Elpidio Quirino National High School Annex),10,Region I,7442,1180,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.62,                                      Santol Vocational High School (Santol NHS ) Lignay Annex,10,Region I,,78,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.63,                                      Sto. Rosario National High School - Annex,10,Region I,,529,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.64,                                      Naguilian National High School  - Annex,10,Region I,394,161,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.65,                                      Manga Community High School,10,Region I,394,90,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.66,                                      Baay Integrated School,10,Region I,978,50,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.67,                                      Bacnotan National High School - Annex (Bitalag),10,Region I,,94,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.68,                                      Burgos National High School - Annex,10,Region I,,60,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.69,                                      Damortis National High School - Annex,10,Region I,,541,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.b.70,                                      Tubao National High School - Halog West Annex,10,Region I,,50,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.c,                                Division/District Offices (Proper),10,Region I,,3426,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.03.d,                                In-Service Training (INSET),10,Region I,,1490,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04,                            Division of Pangasinan I,10,Region I,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.a,                                Elementary Education,10,Region I,1356568,52927,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b,                                Secondary Education,10,Region I,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.001,                                        Agno National High School,10,Region I,11756,1094,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.002,                                        Aliaga High School,10,Region I,2062,324,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.003,                                        Anda National High School,10,Region I,7147,415,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.004,                                        Arnedo National High School,10,Region I,4197,327,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.005,                                        Balangay National High School,10,Region I,2678,252,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.006,                                        Balingasay National High School,10,Region I,4108,370,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.007,                                        Baloling National High School,10,Region I,2258,173,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.008,                                        Banaoang National High School,10,Region I,4394,450,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.009,                                        Bangan Oda National High School,10,Region I,3919,212,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.010,                                        Bani National High School (San Jose),10,Region I,5796,669,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.011,                                        Banog Sur National High School,10,Region I,1670,109,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.012,                                        Basista National High School,10,Region I,12564,1177,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.013,                                        Bayambang National High School (Bayambang),10,Region I,44443,3634,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.014,                                        Bayambang National High School (Infanta),10,Region I,1973,174,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.015,                                        Bayoyong National High School,10,Region I,1624,73,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.016,                                        Beleng National High School,10,Region I,1582,142,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.017,                                        Binabalian National High School,10,Region I,4392,475,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.018,                                        Bocboc East National High School,10,Region I,3708,404,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.019,                                        Bogtong National High School,10,Region I,2250,269,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.020,                                        Bolinao School of Fisheries,10,Region I,9241,750,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.021,                                        Botao National High School,10,Region I,2439,262,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.022,                                        Bued National High School,10,Region I,8223,763,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.023,                                        Buenlag National High School,10,Region I,3125,245,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.024,                                        Burgos National High School,10,Region I,9625,736,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.025,                                        Cabanaetan National High School,10,Region I,1504,101,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.026,                                        Cabayaoasan National High School,10,Region I,2776,345,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.027,                                        Cabungan National High School,10,Region I,1481,145,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.028,                                        Calasiao Comprehensive National High School,10,Region I,39577,3036,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.029,                                        Calbeg National High School,10,Region I,2517,257,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.030,                                        Camaley National High School,10,Region I,3505,368,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.031,                                        Canan National High School (including Palapar NHS),10,Region I,2872,290,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.032,                                        Carot National High School,10,Region I,2184,208,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.033,                                        Cato National High School,10,Region I,3980,487,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.034,                                        Clemente Cristobal National High School,10,Region I,1849,148,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.035,                                        Dacap Norte National High School,10,Region I,5837,644,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.036,                                        Daniel Maramba National High School,10,Region I,22496,1986,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.037,                                        Dewey National High School,10,Region I,1051,169,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.038,                                        Domingo P. Boquiren National High School,10,Region I,2904,185,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.039,                                        Don Gaudencio B. Dumlao National High School,10,Region I,2051,157,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.040,                                        Don Pedro  National High School,10,Region I,3150,273,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.041,                                        Doyong Malabago National High School,10,Region I,3865,496,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.042,                                        Dulag National High School,10,Region I,5902,617,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.043,                                        Dumpay National High School,10,Region I,6287,505,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.044,                                        Eguia National High School,10,Region I,6210,403,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.045,                                        Enrico T. Prado National High School (Buer-Bayaoas NHS),10,Region I,5793,646,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.046,                                        Estanza National High School,10,Region I,7308,696,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.047,                                        Galarin National High School,10,Region I,4515,406,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.048,                                        Garreta National High School,10,Region I,2062,190,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.049,                                        Hermosa National High School,10,Region I,2501,295,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.050,                                        Ilog Malino National High School,10,Region I,1065,85,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.051,                                        Labrador National High School,10,Region I,10944,1107,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.052,                                        Lareg-Lareg National High School (Mendoza NHS),10,Region I,1774,177,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.053,                                        Lasip National High School,10,Region I,6195,500,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.054,                                        Lokeb Norte National High School,10,Region I,1800,200,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.055,                                        Lokeb Sur National High School,10,Region I,3645,374,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.056,                                        Luciente II National High School,10,Region I,1985,242,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.057,                                        Luna National High School,10,Region I,3556,340,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.058,                                        Lunec National High School,10,Region I,1806,197,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.059,                                        Macaleeng National High School,10,Region I,1542,142,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.060,                                        Macarang National High School,10,Region I,5974,716,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.061,                                        Magalong National High School,10,Region I,3021,268,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.062,                                        Malasiqui National High School,10,Region I,22665,2191,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.063,                                        Malimpin National High School,10,Region I,2237,208,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.064,                                        Mangatarem National High School,10,Region I,27209,1989,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.065,                                        Mapandan National High School,10,Region I,9638,1122,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.066,                                        Matic-Matic National High School,10,Region I,2229,260,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.067,                                        Moises Rebamontan High School (Carungay National High School - M. R. Rebamontan),10,Region I,3306,307,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.068,                                        Minien National High School,10,Region I,2392,246,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.069,                                        Naguilayan National High School,10,Region I,863,87,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.070,                                        Nalsian Tombling National High School,10,Region I,2702,297,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.071,                                        Nancapian National High School,10,Region I,1602,114,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.072,                                        Olea National High School,10,Region I,3852,430,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.073,                                        Olo National High School,10,Region I,2075,240,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.074,                                        Pangasinan College of Fisheries,10,Region I,10891,1247,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.075,                                        Pangasinan National High School,10,Region I,50933,3447,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.076,                                        Pangasinan School of Arts and Trades,10,Region I,13046,2425,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.077,                                        Parayao National High School,10,Region I,7585,665,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.078,                                        Urbiztondo National High School (formerly Pasibi NHS),10,Region I,7116,637,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.079,                                        Payas National High School,10,Region I,3202,365,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.080,                                        Pilar National High School,10,Region I,5219,470,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.081,                                        Pogoruac National High School,10,Region I,2816,362,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.082,                                        Polong National High School,10,Region I,11650,1185,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.083,                                        Primicias National High School,10,Region I,2470,197,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.084,                                        Quetegan National High School,10,Region I,2531,246,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.085,                                        Quinaoayanan National High School,10,Region I,1880,186,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.086,                                        Ranao National High School,10,Region I,1952,196,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.087,                                        Ranom Iloco National High School,10,Region I,2537,234,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.088,                                        Real National High School,10,Region I,4456,552,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.089,                                        Salomague National High School,10,Region I,5411,605,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.090,                                        Sampaloc National High School,10,Region I,2922,267,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.091,"                                        San Jose National High School, Anda",10,Region I,3225,292,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.092,                                        San Julian National High School,10,Region I,1678,164,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.093,"                                        San Miguel National High School, Bani",10,Region I,2303,199,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.094,                                        Sanlibo National High School,10,Region I,2425,254,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.095,                                        Sual National High School,10,Region I,11930,1221,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.096,                                        Tagudin National High School,10,Region I,2818,348,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.097,                                        Talospatang National High School,10,Region I,4790,411,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.098,                                        Tambobong National High School,10,Region I,2252,227,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.099,                                        Tanolong National High School,10,Region I,2727,293,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.100,                                        Tiep National High School,10,Region I,1865,184,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.101,                                        Tobor National High School,10,Region I,2734,208,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.102,                                        Tococ National High School,10,Region I,4018,404,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.103,                                        Tondol National High School,10,Region I,2673,217,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.104,                                        Torres National High School,10,Region I,3059,357,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.105,                                        Tuliao National High School,10,Region I,2978,284,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.106,                                        Doña Irene Rayos Ombac Memorial National High School (formerly Umanday National High School),10,Region I,10795,1217,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.107,                                        Zaragoza National High School,10,Region I,3307,289,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.108,                                        Palapar National High School (Attached to Canan NHS),10,Region I,2308,130,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.109,                                        Bayaoas National High School (Attached to Buer Bayaoas NHS),10,Region I,2396,446,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.110,                                        Luna National High School (Catuday Annex),10,Region I,,124,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.111,                                        Pangascasan Integrated School,10,Region I,1586,174,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.112,                                        Mabulitec Integrated School,10,Region I,394,92,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.113,                                        Bacnit Integrated School,10,Region I,,50,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.114,                                        Bugallon Integrated School,10,Region I,,181,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.b.115,                                        Tupa Integrated School,10,Region I,,50,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.c,                                Division/District Offices (Proper),10,Region I,,5011,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.04.d,                                In-service Training (INSET),10,Region I,,3979,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05,                            Division of Pangasinan II,10,Region I,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.a,                                Elementary Education,10,Region I,1163128,34268,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b,                                Secondary Education,10,Region I,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.001,                                        Alibeng National High School,10,Region I,1632,117,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.002,                                        Amagbagan National High School,10,Region I,1521,178,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.003,                                        Amamperez Agro-Industrial High School,10,Region I,4613,212,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.004,                                        Ambalangan-Dalin National High School,10,Region I,1623,139,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.005,                                        Angela Valdez Ramos National High School,10,Region I,10430,698,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.006,                                        Anonang National High School,10,Region I,3582,342,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.007,                                        Antonio P. Villar National High School (Sto. Tomas NHS),10,Region I,8391,427,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.008,                                        Arboleda National High School (San Pedro Ili NHS),10,Region I,2944,340,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.009,                                        Ariston Bantog National High School,10,Region I,4501,342,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.010,                                        Artacho National High School,10,Region I,6757,425,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.011,                                        Alejandro F. Oligan National High School (Formerly Asan Sur National High School),10,Region I,4345,348,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.012,                                        Baguinay National High School,10,Region I,3212,243,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.013,                                        Balungao National High School,10,Region I,4415,609,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.014,                                        Baluyot National High School,10,Region I,1895,161,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.015,                                        Baracbac National High School,10,Region I,1892,142,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.016,                                        Barangobong National High School,10,Region I,2176,154,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.017,                                        Batasan National High School,10,Region I,2597,152,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.018,                                        Bautista National High School,10,Region I,8043,970,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.019,                                        Benigno V. Aldana National High School,10,Region I,24808,1769,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.020,                                        Bersamin Agro-Industrial High School,10,Region I,3329,213,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.021,                                        Binday National High School,10,Region I,2971,225,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.022,                                        Bobonan National High School,10,Region I,4246,296,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.023,                                        Bugayong Integrated School (Bugayong High School),10,Region I,2156,183,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.024,                                        Bulaoen East National High School,10,Region I,2290,179,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.025,                                        Cabalitian National High School,10,Region I,1701,126,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.026,                                        Cabanbanan National High School,10,Region I,3741,372,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.027,                                        Cabilaoan Agro-Industrial High School,10,Region I,3802,334,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.028,                                        Cacabugaoan National High School,10,Region I,1087,65,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.029,                                        Caloscaoayan National High School,10,Region I,4324,345,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.030,                                        Capulaan National High School,10,Region I,2322,177,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.031,                                        Carusucan Norte National High School,10,Region I,2726,170,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.032,                                        Carusucan Sur National High School,10,Region I,1640,124,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.033,                                        Cipriano Primicias Memorial National High School,10,Region I,11504,706,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.034,                                        Dalumpinas National High School,10,Region I,2728,90,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.035,                                        David National High School,10,Region I,2868,315,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.036,"                                        Don Amadeo Perez, Sr. National High School (Binmeckeg National High School)",10,Region I,2656,161,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.037,                                        Don Benito Agro-Industrial High School,10,Region I,2511,218,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.02.b.05.b.038,                                        Don Juan Macaraeg Memorial National High School (Binalonan National High School),10,Region I,24450,1880,,
