DPT_CD,DPT_DSC,AGY_TYPE,OWNER_CD,OWNER_DSC,FPAP_CD,FPAP_DSC,AREA_CD,AREA_DSC,PS,MOOE,CO,NET

ARF,Agrarian Reform Fund,SPF,ARF,Agrarian Reform Fund,C.01,        For the Requirements of the Comprehensive Agrarian Reform Program,0,CO,,,,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.01,                  Central Office - Proper,0,CO,7240,6016,37759
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.02,                  National Capital Region,1,National Capital Region,,330,1000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.03,                  Region I,10,Region I,,401,1000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.04,                  Cordillera Administrative Region,11,Cordillera Administrative Region,,392,1000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.05,                  Region II,20,Region II,,328,1000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.06,                  Region III,30,Region III,,221,1000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.07,                  Region IV,40,Region IV,,418,2000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.08,                  Region V,50,Region V,,1246,1000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.09,                  Region VI,60,Region VI,,602,1000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.10,                  Region VII,70,Region VII,,564,1000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.11,                  Region VIII,80,Region VIII,,401,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.12,                  Region IX,90,Region IX,,932,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.13,                  Region X,100,Region X,,426,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.14,                  Region XI,110,Region XI,,493,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.15,                  Region XII,120,Region XII,,349,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.02.d.16,                  Region XIII,180,Region XIII,,385,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03,        Operations,0,CO,,,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a,            Environmental Management and Pollution Control,0,CO,,,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.01,                  Central Office - Proper,0,CO,17775,174774,75472
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.02,                  National Capital Region,1,National Capital Region,26110,14433,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.03,                  Region I,10,Region I,7942,2327,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.04,                  Cordillera Administrative Region,11,Cordillera Administrative Region,10064,6055,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.05,                  Region II,20,Region II,10070,2460,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.06,                  Region III,30,Region III,8403,4242,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.07,                  Region IV,40,Region IV,21215,10616,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.08,                  Region V,50,Region V,4828,3269,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.09,                  Region VI,60,Region VI,7782,5953,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.10,                  Region VII,70,Region VII,5371,4842,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.11,                  Region VIII,80,Region VIII,5320,2264,1200
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.12,                  Region IX,90,Region IX,5730,1975,1200
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.13,                  Region X,100,Region X,6542,5530,1200
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.14,                  Region XI,110,Region XI,7815,3154,1200
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.15,                  Region XII,120,Region XII,4989,1926,1200
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.a.16,                  Region XIII,180,Region XIII,3285,2295,1200
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b,            Toxic Substances and Wastes Management,0,CO,,,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.01,                  Central Office - Proper,0,CO,,56786,17000
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.02,                  National Capital Region,0,CO,,2072,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.03,                  Region I,10,Region I,,1972,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.04,                  Cordillera Administrative Region,11,Cordillera Administrative Region,,1698
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.05,                  Region II,20,Region II,,1742
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.06,                  Region III,30,Region III,,1698
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.07,                  Region IV,40,Region IV,,2223
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.08,                  Region V,50,Region V,,3795
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.09,                  Region VI,60,Region VI,,1542
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.10,                  Region VII,70,Region VII,,1084
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.11,                  Region VIII,80,Region VIII,,2777
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.12,                  Region IX,90,Region IX,,1103
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.13,                  Region X,100,Region X,,1599
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.14,                  Region XI,110,Region XI,,937
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.15,                  Region XII,120,Region XII,,1966
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,A.03.b.16,                  Region XIII,180,Region XIII,,2773
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,B.01,        Locally-Funded Projects,0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,B.01.a,            Water Quality Monitoring and Community-Based Waste Management Project for the Pasig River Rehabilitation Plan,0,CO,,600
DENR,Department of Environment and Natural Resources,AGENCY,EMB,Environmental Management Bureau,B.01.b,            Implementation of Ecological Solid Waste Management Act of 2000 (R.A. 9003),0,CO,,8732
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.01,        General Administration and Support,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.01.a,            General Administration and Support Services,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.01.a.01,                  General management and supervision,140,Nationwide,31132
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.01.b,            Information System Development and Maintenance,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.02,        Support to Operations,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.02.a,            Statistical Services,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.02.a.01,                  Statistical activities,140,Nationwide,1127
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.02.b,            Information Systems Development and Maintenance,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.02.b.01,                  Microfilming and computerization of all vital documents,140,Nationwide,8761
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.02.c,            Legal Services,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.02.c.01,                  Inspection and investigation of administrative cases,140,Nationwide,11646
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.03,        Operations,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.03.a,            Issuance of Land Titles and Registration of Deeds,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.03.a.01,"                  Registration of deeds of conveyance and other documents, real properties and chattels and issuance of registration decrees and certificates of title and conduct of other related activities",140,Nationwide,389995
DENR,Department of Environment and Natural Resources,AGENCY,LRA-DENR,Land Registration Authority,A.03.a.02,                  Reconstitution of certificates of title lost or destroyed,140,Nationwide,11789
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01,        General Administration and Support,140,Nationwide,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a,            General Administration and Support Services,0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01,                  General Management and Supervision,0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.a,                      Central Office,0,CO,16373,12570
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.b,                      Cordillera Administrative Region,11,Cordillera Administrative Region,4527,984
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.c,                      Region I,10,Region I,5309,954
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.d,                      Region II,20,Region II,5481,1366
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.e,                      Region III,30,Region III,4922,1191
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.f,                      Region IV,40,Region IV,5416,961
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.g,                      Region V,50,Region V,3538,969
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.h,                      Region VI,60,Region VI,4455,783
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.i,                      Region VII,70,Region VII,4863,819
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.j,                      Region VIII,80,Region VIII,4165,918
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.k,                      Region IX,90,Region IX,4420,1363
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.l,                      Region X,100,Region X,4856,834
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.m,                      Region XI,110,Region XI,4381,957
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.n,                      Region XII,120,Region XII,4522,914
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.a.01.o,                      Region XIII,180,Region XIII,3656,886
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.b,            Human Resource Development,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.b.01,                  Central Office,0,CO,,4031
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.b.02,                  Region I,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.b.10,                  Region XIII,80,Region VIII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.b.11,                  Region I,90,Region IX,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.b.14,                  Region XII,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.b.15,                  Region XIII,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.01.c,            Productivity Incentive Benefits,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02,        Support to Operation,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a,            Planning and Policy Formulation,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.01,                  Central  Office,0,CO,2356,4251
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.02,                  Cordillera Administrative Region,11,Cordillera Administrative Region,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.03,                  Region I,10,Region I,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.04,                  Region II,20,Region II,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.05,                  Region III,30,Region III,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.06,                  Region IV,40,Region IV,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.07,                  Region V,50,Region V,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.08,                  Region VI,60,Region VI,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.10,                  Region XIII,80,Region VIII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.11,                  Region IX,90,Region IX,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.12,                  Region X,100,Region X,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.13,                  Region XI,110,Region XI,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.14,                  Region XII,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.a.15,                  Region XIII,130,Autonomous Region in Muslim Mindanao,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.b,"            Mineral Economics, Information and Publications",140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.b.01,                  Central Office,0,CO,6605,5411
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.b.02,                  Region II,20,Region II,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.b.15,                  Region XIII,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.c,            Research and Development,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.c.01,                  Central Office,0,CO,53395,9746
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.02.c.15,                  Region XIII,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03,        Operations,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a,            Mineral Lands Administration,140,Nationwide,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.01,                  Central Office,0,CO,11026,42512
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.02,                  Cordillera Administrative Region,11,Cordillera Administrative Region,9685,2068
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.03,                  Region I,10,Region I,11349,2289
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.04,                  Region II,20,Region II,6887,1839
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.05,                  Region III,30,Region III,9565,2001
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.06,                  Region IV,40,Region IV,13639,5769
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.07,                  Region V,50,Region V,8477,2045
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.08,                  Region VI,60,Region VI,8532,2642
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.09,                  Region VII,70,Region VII,10822,1984
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.10,                  Region VIII,80,Region VIII,7500,1979
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.11,                  Region IX,90,Region IX,8509,2107
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.12,                  Region X,100,Region X,9637,2144
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.13,                  Region XI,110,Region XI,8915,2104
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.14,                  Region XII,120,Region XII,11170,2160
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.a.15,                  Region XIII,130,Autonomous Region in Muslim Mindanao,7133,2443,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b,            Geoscience Development and Services,140,Nationwide,,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.01,                  Central Office,0,CO,,27510,25875
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.02,                  Cordillera Administrative Region,11,Cordillera Administrative Region,4313,1874,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.03,                  Region I,10,Region I,3688,1723,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.04,                  Region II,20,Region II,3453,1488,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.05,                  Region III,30,Region III,3689,2192,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.06,                  Region IV,40,Region IV,7446,3735,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.07,                  Region V,50,Region V,2449,2529,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.08,                  Region VI,60,Region VI,2444,1623,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.09,                  Region VII,70,Region VII,4503,2364,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.10,                  Region VIII,80,Region VIII,3067,1852,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.11,                  Region IX,90,Region IX,1946,1560,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.12,                  Region X,100,Region X,3970,1566,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.13,                  Region XI,110,Region XI,1783,2131,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.14,                  Region XII,120,Region XII,3189,1741,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.b.15,                  Region XIII,130,Autonomous Region in Muslim Mindanao,2878,1861
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c,            Operation and Maintenance of the RPS Explorer,0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.01,                  Central Office,0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.02,                  Cordillera Administrative Region,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.03,                  Region I,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.04,                  Region II,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.05,                  Region III,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.06,                  Region IV,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.07,                  Region V,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.08,                  Region VI,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.09,                  Region VII,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.10,                  Region VIII,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.11,                  Region IX,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.12,                  Region X,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.13,                  Region XI,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.14,                  Region XII,120,Region XII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.c.15,                  Region XIII,120,Region XII
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d,            Mine Environment Safety Health Management Advocacy,120,Region XII
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.01,                  Region XII,0,CO
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.02,                  Cordillera Administrative Region,11,Cordillera Administrative Region
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.03,                  Region I,10,Region I
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.04,                  Region II,20,Region II
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.05,                  Region III,30,Region III
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.06,                  Region IV,40,Region IV
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.07,                  Region V,50,Region V
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.08,                  Region VI,60,Region VI
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.09,                  Region VII,70,Region VII
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.10,                  Region VIII,80,Region VIII
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.11,                  Region IX,90,Region IX
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.12,                  Region X,100,Region X
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.13,                  Region XI,110,Region XI
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.14,                  Region XII,120,Region XII
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,A.03.d.15,                  Region XIII,180,Region XIII,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01,        Locally Funded Projects,0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.a,            Study in the possible extention of the Philippine Exclusive Economic Zone for submission on U.N.,0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.a.01,                  Central Office,0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.b,            Marinduque Health and Environmental Study (Reimbursement of P20M Presidential Social Fund),0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.b.01,                  Central Office,0,CO,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.c,            Geohazard Mapping of the Blist Area,11,Cordillera Administrative Region,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.c.01,                  Cordillera Administrative Region,11,Cordillera Administrative Region,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.d,            Promotion of Sustainable Small-Scale Mining,11,Cordillera Administrative Region,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.d.01,                  Cordillera Administrative Region,11,Cordillera Administrative Region,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.e,            Establishment of the Minahang Bayan,11,Cordillera Administrative Region,,
DENR,Department of Environment and Natural Resources,AGENCY,MGB,Mines and Geo-Sciences Bureau,B.01.e.01,                  Cordillera Administrative Region,0,CO,,
