DPT_CD,DPT_DSC,AGY_TYPE,OWNER_CD,OWNER_DSC,FPAP_CD,FPAP_DSC,AREA_CD,AREA_DSC,PS,MOOE,CO,NET

ARF,Agrarian Reform Fund,SPF,ARF,Agrarian Reform Fund,C.01,        For the Requirements of the Comprehensive Agrarian Reform Program,0,CO,,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.d.01,                  Conduct of Pre-Regional and Regional School Sports Competition,140,Nationwide,,68849,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.d.02,"                  Conduct of the ""Palarong Pambansa""",140,Nationwide,,132026,4500
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e,            Regional Operations,140,Nationwide,,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01,                  National Capital Region,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.a,                      Lump-sum Expenditures,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.a.01,                            Repair and Maintenance of School Buildings,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.a.01.a,                                Elementary Education,1,National Capital Region,,11444
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.a.01.b,                                Secondary Education,1,National Capital Region,,4055
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.a.02,                            Cash Allowance,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.a.02.a,                                Elementary Education,1,National Capital Region,,20580
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.a.02.b,                                Secondary Education,1,National Capital Region,,12369
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.a.03,"                            Lump-sum for Equivalent Records Forms (ERFs), Conversion to Master Teacher (MT) Position, and for Reclassification of Positions",1,National Capital Region,29294,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.a.04,                            Provision of Office and IT Equipment for Division Offices/Schools,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b,                      Division Offices,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01,                            Division of Caloocan,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.a,                                Elementary Education,1,National Capital Region,816135,37541
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b,                                Secondary Education,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.01,                                      Amparo High School,1,National Capital Region,17263,2162
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.02,                                      Baesa High School,1,National Capital Region,18721,2042
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.03,                                      Bagong Barrio National High School,1,National Capital Region,16699,1791
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.04,                                      Bagong Silang High School,1,National Capital Region,43194,4427
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.05,                                      Bagumbong High School (Main),1,National Capital Region,22586,2330
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.06,                                      Camarin High School (Main),1,National Capital Region,53494,4852
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.07,                                      Caybiga High School,1,National Capital Region,17526,1930
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.08,                                      Deparo High School (Main),1,National Capital Region,21607,1736
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.09,                                      Kalayaan National High School,1,National Capital Region,31817,4107
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.10,                                      Caloocan High School,1,National Capital Region,80842,6452
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.11,                                      Caloocan High School - Ma. Clara Annex,1,National Capital Region,9765,1201
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.12,                                      M.B. Asistio  Sr. High School,1,National Capital Region,28733,3163
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.13,                                      N.H.C. High School (Main),1,National Capital Region,8832,1013
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.14,                                      Pangarap High School,1,National Capital Region,11513,1181
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.15,                                      Tala High School,1,National Capital Region,36883,4625
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.16,                                      Talipapa High School,1,National Capital Region,13801,1290
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.17,                                      Tandang Sora Integrated School,1,National Capital Region,3751,502
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.18,                                      Bagong Silang High School (Unit I),1,National Capital Region,,947
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.19,                                      Bagumbong High School (Sampaguita Annex),1,National Capital Region,9015,1233
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.20,                                      Camarin High School-Cielito Zamora Annex 1,1,National Capital Region,399,902
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.21,                                      Camarin High School-Cielito Zamora Annex 2,1,National Capital Region,1980,1078
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.22,                                      Deparo High School (Llano Annex),1,National Capital Region,595,825
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.23,                                      Caloocan High School-Caloocan City Science High School,1,National Capital Region,5075,186
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.24,                                      M.B. Asistio Sr. High School Unit 1,1,National Capital Region,11310,1399
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.25,                                      N.H.C. High School (MLQ Annex),1,National Capital Region,8719,1223
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.26,                                      Pangarap High School  Annex,1,National Capital Region,4346,643
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.27,                                      Maypajo High School,1,National Capital Region,3334,589
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.28,                                      Kasarinlan High School,1,National Capital Region,2662,453
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.b.29,                                      Caloocan National Science and Technology High School,1,National Capital Region,456,50
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.c,                                Division/District Offices (Proper),1,National Capital Region,,7990
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.01.d,                                In-service Training (INSET),1,National Capital Region,,2823
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02,                            Division of Manila,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.a,                                Elementary Education,1,National Capital Region,1686769,46297
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b,                                Secondary Education,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.01,                                      Antonio Villegas Vocational High School,1,National Capital Region,11992,3044
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.02,                                      Araullo High School,1,National Capital Region,61199,5043
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.03,                                      Antonio Maceda Integrated School,1,National Capital Region,28216,1521
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.04,                                      Carlos P. Garcia High School,1,National Capital Region,26873,1235
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.05,                                      Cayetano Arellano High School,1,National Capital Region,47967,3697
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.06,                                      Claro M. Recto High School,1,National Capital Region,27083,1279
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.07,                                      Eulogio Rodriquez Vocational High School (EARIST Vocational HS),1,National Capital Region,34494,2756
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.08,                                      Elpidio Quirino High School,1,National Capital Region,35625,2554
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.09,                                      Gen. Emilio Aguinaldo Integrated School,1,National Capital Region,13247,817
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.10,                                      Esteban Abada High School,1,National Capital Region,32192,1565
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.11,                                      F. G. Calderon Integrated School,1,National Capital Region,26944,2114
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.12,                                      Gregorio Perfecto High School,1,National Capital Region,36497,1686
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.13,                                      Jose Abad Santos High School,1,National Capital Region,55788,4020
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.14,                                      Dr. Juan Nolasco High School,1,National Capital Region,40014,2643
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.15,                                      J. Villamor High School,1,National Capital Region,31615,1933
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.16,                                      Jose P. Laurel High School,1,National Capital Region,40562,2355
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.17,                                      Lakan Dula High School,1,National Capital Region,45803,2921
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.18,                                      Manila High School,1,National Capital Region,43257,2555
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.19,                                      Manila Science High School,1,National Capital Region,26501,1877
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.20,                                      Manuel L. Quezon High School,1,National Capital Region,45280,1744
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.21,                                      Manuel A. Roxas High School,1,National Capital Region,55209,3248
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.22,                                      Mariano Marcos Memorial High School,1,National Capital Region,40280,2544
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.23,                                      Rajah Soliman Science and Technology High School,1,National Capital Region,41390,12785
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.24,                                      Ramon C. Avancena High School,1,National Capital Region,26789,1658
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.25,                                      Ramon Magsaysay High School,1,National Capital Region,76571,4966
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.26,                                      Pres. Sergio Osmeña Sr. High School,1,National Capital Region,29803,1525
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.27,                                      Tondo High School,1,National Capital Region,44634,3610
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.28,                                      Torres High School,1,National Capital Region,72448,4790
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.29,                                      Doña Teodora Alonzo High School,1,National Capital Region,25405,1381
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.30,                                      T. Paez Integrated High School,1,National Capital Region,32069,1969
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.31,                                      Valeriano Fugoso Memorial High School,1,National Capital Region,12551,951
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.b.32,                                      Victoriano Mapa High School,1,National Capital Region,51132,2761
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.c,                                Division/District Offices (Proper),1,National Capital Region,,15637
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.02.d,                                In-service Training (INSET),1,National Capital Region,,3481
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03,                            Division of Pasay City,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.a,                                Elementary Education,1,National Capital Region,273413,9609
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b,                                Secondary Education,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.01,                                      Kalayaan National High School,1,National Capital Region,13597,2140
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.02,                                      Pasay City North High School,1,National Capital Region,26385,1394
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.03,                                      Pasay City East High School,1,National Capital Region,32653,2762
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.04,                                      Pasay City South High School,1,National Capital Region,37972,3162
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.05,                                      Pasay City West High School,1,National Capital Region,44111,3965
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.06,                                      Philippine School for the Blind,1,National Capital Region,11377,1979
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.07,                                      Philippine School for the Deaf,1,National Capital Region,28211,3038
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.08,                                      Pasay City North High School-Cuneta Annex,1,National Capital Region,,331
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.09,                                      Pasay City North High School-Basa Air Base Annex,1,National Capital Region,,497
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.10,                                      Pasay City North High School-Mactan Air Base Annex,1,National Capital Region,,282
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.b.11,                                      Pasay City West High School - Pasay City Science HS Annex,1,National Capital Region,4450,222
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.c,                                Division/District Offices (Proper),1,National Capital Region,,4051
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.03.d,                                In-service Training (INSET),1,National Capital Region,,722
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04,                            Division of Quezon City,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.a,                                Elementary Education,1,National Capital Region,1416341,64585
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b,                                Secondary Education,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.01,                                      Bagong Silangan High School,1,National Capital Region,26120,2995
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.02,                                      Balara High School,1,National Capital Region,16702,1703
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.03,                                      Balingasa High School,1,National Capital Region,10304,893
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.04,                                      Batasan Hills National High School,1,National Capital Region,56663,6377
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.05,                                      Camp Crame High School,1,National Capital Region,8155,646
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.06,                                      Camp Gen. Emilio Aguinaldo High School,1,National Capital Region,22746,1385
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.07,                                      Carlos L. Albert High School,1,National Capital Region,19303,1928
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.08,                                      Carlos P. Garcia High School,1,National Capital Region,8581,684
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.09,                                      Commonwealth High School,1,National Capital Region,59514,6388
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.10,                                      Culiat High School,1,National Capital Region,29904,2008
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.11,"                                      Don Alejandro Roces, Sr. Science and Technology  High School",1,National Capital Region,15986,2330
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.12,                                      San Francisco High School (Don Mariano Marcos HS),1,National Capital Region,41890,3730
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.13,                                      Don Quintin Paredes High School,1,National Capital Region,5634,552
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.14,                                      Doña Josefa Jara Martinez Vocational  High School,1,National Capital Region,11244,1370
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.15,"                                      Eulogio Rodriguez, Jr. High School",1,National Capital Region,26778,2193
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.16,                                      Ernesto Rondon High School (Project 6 High School),1,National Capital Region,21651,2526
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.17,                                      Flora A. Ylagan High School,1,National Capital Region,12712,970
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.18,"                                      Ismael Mathay, Sr. High School (GSIS Village High School)",1,National Capital Region,25352,2308
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.19,"                                      Jose  P. Laurel, Sr.  High School",1,National Capital Region,17267,1508
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.20,                                      Juan Sumulong High School,1,National Capital Region,23847,2009
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.21,                                      Judge Juan Luna High School,1,National Capital Region,25145,1680
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.22,                                      Krus na Ligas High School,1,National Capital Region,12693,1204
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.23,                                      Lagro High School (Main),1,National Capital Region,46421,4458
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.24,                                      Maligaya High School,1,National Capital Region,15993,2005
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.25,                                      Manuel Roxas High School,1,National Capital Region,11443,1135
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.26,                                      Masambong High School,1,National Capital Region,5569,509
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.27,                                      New Era High School,1,National Capital Region,21975,2327
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.28,                                      North Fairview High School,1,National Capital Region,33391,3276
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.29,                                      NOH School for the Crippled Children,1,National Capital Region,13056,1751
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.30,                                      Novaliches High School (Main),1,National Capital Region,45311,4350
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.31,                                      Sauyo High School (Pasong Tamo High School),1,National Capital Region,18510,2415
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.32,                                      Ponciano Bernardo High School,1,National Capital Region,11339,760
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.33,                                      Pugad Lawin High School,1,National Capital Region,8262,816
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.34,                                      Quezon City High School,1,National Capital Region,30852,4948
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.35,                                      Quezon City Science High School,1,National Capital Region,19386,1536
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.36,                                      Quirino High School,1,National Capital Region,39835,2449
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.37,                                      Ramon Magsaysay (Cubao)  High School ,1,National Capital Region,52844,3954
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.38,                                      San Jose High School,1,National Capital Region,9774,826
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.39,"                                      Sergio Osmeña, Sr. High School (Main) ",1,National Capital Region,27681,2539
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.40,                                      Sta. Lucia High School,1,National Capital Region,20803,2308
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.41,                                      San Bartolome High School,1,National Capital Region,47604,4124
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.42,                                      Commonwealth High School-Holy Spirit Annex,1,National Capital Region,18281,2593
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.43,                                      Culiat High School-Tandang Sora Annex,1,National Capital Region,17179,1524
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.44,                                      Culiat High School-Pasong Tamo Annex,1,National Capital Region,395,682
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.45,                                      Novaliches High School-Doña Rosario Annex,1,National Capital Region,4520,845
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.46,                                      Payatas High School ,1,National Capital Region,27265,3403
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.47,                                      Quirino High School-Pura V. Kalaw Annex,1,National Capital Region,,245
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.b.48,"                                      Judge Feliciano Belmonte, Sr. High School",1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.c,                                Division/District Offices (Proper),1,National Capital Region,,13277
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.04.d,                                In-service Training (INSET),1,National Capital Region,,4856
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05,                            Division of Marikina,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.a,                                Elementary Education,1,National Capital Region,242785,11443
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b,                                Secondary Education,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.01,                                      Concepcion High School,1,National Capital Region,11508,2477
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.02,                                      Concepcion Integrated School (Concepcion Integrated HS),1,National Capital Region,30684,1220
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.03,                                      Marikina High School,1,National Capital Region,40868,3469
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.04,                                      Marikina Science High School,1,National Capital Region,9784,869
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.05,                                      Parang High School,1,National Capital Region,29073,2518
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.06,                                      Sta Elena High School,1,National Capital Region,23912,3083
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.07,                                      Tañong High School (Marikina HS - Tañong Annex),1,National Capital Region,13279,1676
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.08,                                      Marikina Heights National High School - (Marikina HS Annex),1,National Capital Region,13097,1747
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.09,                                      Marikina High School - Nangka Annex,1,National Capital Region,6953,1063
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.10,                                      Fortune High School,1,National Capital Region,,1030
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.11,                                      Sto. Niño National High School,1,National Capital Region,456,50
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.12,                                      San Roque National High School,1,National Capital Region,456,50
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.13,                                      Barangka National High School,1,National Capital Region,456,50
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.b.14,                                      Kalumpang National High School,1,National Capital Region,456,50
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.c,                                Division/District Offices (Proper),1,National Capital Region,,2775
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.05.d,                                In-service Training (INSET),1,National Capital Region,,860
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06,                            Division of Pasig and San Juan,1,National Capital Region,,
DECS,Department of Education,AGENCY,OSEC-DECS,Office of the Secretary,A.03.e.01.b.06.a,                                Elementary Education,1,National Capital Region,426217,19832
